Source	Cluster	RA_ICRS	DE_ICRS	Gmag	plx	e_plx
     65163110673516928	Pleiades	056.24182	+23.40848	16.349	 7.322	 0.083
     65007083101413888	Pleiades	056.86189	+23.67813	 7.732	 7.513	 0.050
     65161560188203776	Pleiades	056.24789	+23.35489	17.576	 8.200	 0.065
     65167577439502592	Pleiades	056.15126	+23.50291	15.409	 7.210	 0.021
     64984951133439232	Pleiades	056.55285	+23.58702	17.126	 7.308	 0.101
     65007942094880640	Pleiades	056.68706	+23.61856	17.585	 7.004	 0.081
     65008010814357248	Pleiades	056.68002	+23.62261	17.416	 7.246	 0.025
     65005262035285888	Pleiades	056.76583	+23.61612	14.287	 7.147	 0.038
     65207709611941376	Pleiades	056.85182	+23.91448	 7.273	 7.182	 0.037
     65029550073165184	Pleiades	055.73566	+22.85484	18.148	 7.208	 0.024
     65008388771477120	Pleiades	056.71927	+23.64515	16.521	 7.201	 0.032
     65178190301724544	Pleiades	056.40739	+23.73044	18.726	 7.608	 0.036
     65181321334778240	Pleiades	056.14966	+23.57818	18.668	 7.048	 0.059
     64987876007763968	Pleiades	057.06356	+23.43469	16.442	 7.404	 0.048
     65181527493208192	Pleiades	056.13224	+23.59043	16.082	 7.243	 0.024
     64899017426872960	Pleiades	056.69618	+22.91439	10.343	 7.232	 0.021
     65162492198224768	Pleiades	056.28508	+23.41678	17.826	 7.567	 0.010
     65004437401569664	Pleiades	056.74245	+23.56062	16.721	 7.403	 0.021
     65004712279475712	Pleiades	056.72404	+23.58336	10.383	 7.397	 0.032
     64909153549943296	Pleiades	057.09972	+23.13548	17.281	 7.498	 0.081
     65184894747573376	Pleiades	055.90468	+23.64210	15.956	 7.295	 0.059
     65125452399528320	Pleiades	055.13134	+23.55046	14.429	 7.478	 0.038
     65049139420729856	Pleiades	055.52400	+23.12057	19.183	 7.358	 0.101
     64967603762044928	Pleiades	056.78974	+23.43216	17.078	 7.149	 0.053
     65120470237460480	Pleiades	055.34580	+23.48674	 9.062	 7.489	 0.035
     64977705525131904	Pleiades	056.64730	+23.41154	14.102	 7.265	 0.019
     64974574492213248	Pleiades	056.42870	+23.33660	17.400	 7.453	 0.051
     64900739711320960	Pleiades	056.91586	+23.00111	17.262	 7.467	 0.055
     64905618794174720	Pleiades	056.70335	+23.06856	15.062	 7.214	 0.063
     65131121756446592	Pleiades	055.47365	+23.45780	13.451	 7.342	 0.059
     64985127228608128	Pleiades	056.61581	+23.59252	12.595	 7.252	 0.035
     64979732749686016	Pleiades	056.75601	+23.49475	11.269	 7.417	 0.040
     64933759417767424	Pleiades	057.18419	+23.26047	17.224	 6.910	 0.097
     65168844452782208	Pleiades	056.31845	+23.56698	17.853	 7.335	 0.019
     65037731987586304	Pleiades	055.68491	+23.10433	17.096	 7.592	 0.035
     64980832261312640	Pleiades	056.70879	+23.53209	16.318	 7.367	 0.047
     65169566007289216	Pleiades	056.21366	+23.57225	18.925	 7.467	 0.094
     65201073889760896	Pleiades	056.53154	+23.74501	18.679	 7.167	 0.054
     65053915424355584	Pleiades	055.56411	+23.19182	17.135	 7.353	 0.055
     64913452814489216	Pleiades	056.95058	+23.21789	10.943	 7.359	 0.016
     64923137964643840	Pleiades	057.23924	+23.23294	19.401	 7.071	 0.022
     64894623677888640	Pleiades	056.97037	+22.99261	16.206	 7.260	 0.114
     64934893291213952	Pleiades	057.11688	+23.30056	12.247	 7.425	 0.023
     65038281743395584	Pleiades	055.71538	+23.14534	16.858	 7.180	 0.020
     64956123313498368	Pleiades	056.45303	+23.14786	10.113	 7.366	 0.033
     64951626483855744	Pleiades	056.59017	+23.06677	16.970	 7.486	 0.120
     64971722633920768	Pleiades	056.45816	+23.32897	18.171	 7.362	 0.042
     64933759417769984	Pleiades	057.18299	+23.25962	 8.324	 7.205	 0.033
     64951111087777536	Pleiades	056.65036	+23.07130	15.954	 7.646	 0.004
     64941211186036352	Pleiades	057.14388	+23.43460	10.211	 7.281	 0.002
     65089473457126784	Pleiades	055.95261	+23.53920	13.432	 7.229	 0.039
     65232757863112192	Pleiades	055.91275	+23.73465	16.417	 7.266	 0.059
     64974338270788864	Pleiades	056.30068	+23.36457	16.140	 7.356	 0.036
     65089336018173440	Pleiades	055.90730	+23.53579	10.576	 7.355	 0.028
     65216363971331072	Pleiades	056.41253	+23.95012	17.457	 7.573	 0.047
     64912009705490304	Pleiades	056.84946	+23.14901	15.914	 7.286	 0.044
     64895139073954944	Pleiades	057.02435	+23.03396	15.166	 7.316	 0.005
     65010239900405504	Pleiades	056.77834	+23.71496	12.001	 7.276	 0.024
     64998905483757568	Pleiades	057.08270	+23.60314	15.065	 7.286	 0.055
     65189739470654464	Pleiades	056.27089	+23.76830	17.131	 7.481	 0.020
     64999588381514496	Pleiades	057.07052	+23.63659	 9.986	 7.131	 0.033
     64982344089813248	Pleiades	056.46988	+23.46488	16.300	 7.368	 0.050
     65017906418989312	Pleiades	056.80702	+23.83130	14.778	 7.360	 0.035
     65232105028172160	Pleiades	055.88323	+23.67386	10.645	 7.309	 0.049
     64952829074688896	Pleiades	056.66674	+23.11013	 9.288	 7.405	 0.053
     65153833543386624	Pleiades	055.49459	+23.70714	13.969	 7.371	 0.019
     65212691773969280	Pleiades	056.82547	+24.03644	14.652	 7.287	 0.117
     64971177174850304	Pleiades	056.54194	+23.33980	 9.992	 8.109	 0.031
     65202830531043968	Pleiades	056.52724	+23.83882	14.631	 7.238	 0.058
     64943758103791104	Pleiades	057.38580	+23.41125	16.412	 7.453	 0.050
     65211557904569856	Pleiades	056.68172	+23.99494	15.094	 7.286	 0.034
     65151531440914560	Pleiades	055.41503	+23.76289	13.877	 7.547	 0.037
     64927368508592512	Pleiades	057.52091	+23.30464	17.562	 7.549	 0.077
     65079788307324672	Pleiades	055.65118	+23.36784	16.162	 7.278	 0.063
     65003612767943040	Pleiades	056.75985	+23.54317	17.936	 7.619	 0.017
     64990586130069504	Pleiades	056.90846	+23.46786	13.131	 7.256	 0.042
     65207709613871744	Pleiades	056.84993	+23.91428	 9.734	 7.295	 0.016
     65225469302220800	Pleiades	056.71439	+24.10433	17.475	 7.299	 0.133
     65223583812996864	Pleiades	056.64813	+24.02634	17.089	 7.348	 0.153
     65223618172733952	Pleiades	056.66421	+24.02949	11.965	 7.377	 0.024
     65214856439472640	Pleiades	056.46044	+23.87376	13.139	 7.229	 0.004
     65202418214188544	Pleiades	056.44373	+23.79516	14.811	 7.286	 0.056
     65150947325369600	Pleiades	055.36604	+23.70814	10.967	 7.402	 0.012
     65195404530870144	Pleiades	056.30266	+23.89570	18.398	 7.374	 0.034
     64916751349465856	Pleiades	057.24294	+23.09403	15.290	 7.415	 0.092
     65212107660378880	Pleiades	056.76766	+23.99502	 8.323	 7.351	 0.067
     65201249983083392	Pleiades	056.52329	+23.75706	14.401	 7.280	 0.038
     64889229199044096	Pleiades	057.14669	+22.89491	18.580	 7.694	 0.091
     65032745528876032	Pleiades	055.84406	+23.01553	18.518	 7.619	 0.064
     65223515093523328	Pleiades	056.59787	+24.03075	16.928	 7.257	 0.085
     65108714911246720	Pleiades	055.04043	+23.17555	16.487	 7.169	 0.045
     64924413571101952	Pleiades	057.48549	+23.21844	10.134	 6.850	 0.048
     64953481907702016	Pleiades	056.70238	+23.16587	18.993	 7.759	 0.173
     64950488315122560	Pleiades	056.62931	+23.02616	18.005	 7.248	 0.092
     64956127609464320	Pleiades	056.45349	+23.14695	 6.881	 7.378	 0.031
     65203758244032512	Pleiades	056.59257	+23.87794	16.333	 7.111	 0.035
     65147438335354624	Pleiades	055.39506	+23.63755	17.321	 7.418	 0.030
     65134592089910656	Pleiades	055.53692	+23.58790	14.819	 7.285	 0.036
     65222518661019520	Pleiades	056.43374	+24.07393	13.716	 7.209	 0.032
     65221586651685248	Pleiades	056.49050	+24.05124	18.141	 7.236	 0.101
     65072435323295872	Pleiades	056.04683	+23.37913	11.193	 7.482	 0.055
     65018417518780672	Pleiades	056.88192	+23.87182	16.898	 7.491	 0.032
     65014985841292032	Pleiades	057.07240	+23.80640	16.764	 7.073	 0.052
     65019963707009024	Pleiades	056.87337	+23.88024	18.736	 7.454	 0.054
     64959662365552384	Pleiades	056.78069	+23.22616	13.154	 7.291	 0.015
     65212760495396736	Pleiades	056.85568	+24.04896	15.417	 7.396	 0.054
     64960663095015680	Pleiades	056.73799	+23.25048	14.508	 7.414	 0.106
     65084358152509440	Pleiades	055.90259	+23.45376	13.858	 7.276	 0.019
     65212691775922048	Pleiades	056.82577	+24.03622	13.553	 7.464	 0.067
     65136791113382912	Pleiades	055.70385	+23.58001	16.772	 7.476	 0.068
     65226092073881856	Pleiades	056.72491	+24.13238	17.332	 7.173	 0.004
     65000073712701056	Pleiades	057.01950	+23.65823	19.559	 7.283	 0.050
     64879402312818944	Pleiades	056.21358	+23.26873	 8.877	 7.226	 0.032
     64981137202021376	Pleiades	056.51728	+23.40533	12.406	 7.350	 0.026
     65229734206151680	Pleiades	056.60587	+24.15993	14.807	 7.669	 0.066
     65125516823040256	Pleiades	055.11912	+23.56163	19.310	 7.229	 0.033
     64884624994048256	Pleiades	056.89500	+22.80113	16.027	 7.350	 0.030
     65014195567317504	Pleiades	057.03323	+23.73972	16.025	 7.506	 0.029
     65228772133391488	Pleiades	056.49137	+24.14455	17.957	 7.694	 0.003
     64997187496822912	Pleiades	057.25485	+23.63748	17.854	 7.417	 0.025
     65213172812266240	Pleiades	056.74722	+24.02840	16.167	 7.221	 0.035
     64946025846426752	Pleiades	057.20333	+23.41319	17.377	 7.499	 0.061
     65128506120036352	Pleiades	055.64182	+23.41428	18.191	 7.234	 0.084
     65011962184337664	Pleiades	056.96658	+23.66318	17.093	 7.644	 0.023
     65212932294091264	Pleiades	056.78835	+24.05198	15.410	 7.166	 0.016
     65107860213588096	Pleiades	055.30763	+23.38475	13.503	 7.222	 0.015
     65000863988835200	Pleiades	057.03735	+23.70634	16.826	 7.611	 0.045
     65161250950264192	Pleiades	055.51227	+23.93156	15.500	 7.393	 0.115
     64929391436043264	Pleiades	057.42060	+23.34138	 8.082	 7.269	 0.067
     65208396808627840	Pleiades	056.92276	+23.97173	13.026	 7.329	 0.024
     65000417312240896	Pleiades	057.04676	+23.66196	15.716	 7.272	 0.020
     65225611037551360	Pleiades	056.66399	+24.10300	 9.192	 7.458	 0.034
     65217222966811264	Pleiades	056.57735	+23.98391	18.203	 7.197	 0.086
     64999558318784768	Pleiades	057.05745	+23.63300	15.956	 7.422	 0.033
     65220143544571520	Pleiades	056.28949	+23.97898	19.519	 7.290	 0.043
     65211038213901952	Pleiades	056.64739	+23.95192	19.252	 7.296	 0.109
     65202383854448384	Pleiades	056.49673	+23.81287	17.069	 7.529	 0.042
     65096899456994304	Pleiades	055.05317	+23.15978	15.897	 6.849	 0.009
     65090680344356992	Pleiades	055.92875	+23.59458	 9.426	 7.600	 0.157
     65156891560085504	Pleiades	055.60955	+23.86061	17.678	 7.287	 0.071
     65113559634339200	Pleiades	054.92166	+23.29069	 9.807	 7.122	 0.050
     65209079706818176	Pleiades	056.79447	+23.97106	18.517	 7.279	 0.112
     65129506848731136	Pleiades	055.67669	+23.50264	12.180	 8.282	 0.024
     65170016980919808	Pleiades	056.23629	+23.60639	16.201	 7.405	 0.048
     65086591535491584	Pleiades	056.00257	+23.54375	10.823	 7.235	 0.014
     64874454510493440	Pleiades	056.39167	+23.18502	17.143	 7.332	 0.006
     65190048708380160	Pleiades	056.33837	+23.72728	12.087	 7.215	 0.005
     65078929312363392	Pleiades	055.67671	+23.33897	16.428	 7.513	 0.019
     65135176205557888	Pleiades	055.72227	+23.51856	16.101	 7.551	 0.048
     65175480179315840	Pleiades	056.36469	+23.63235	17.327	 7.532	 0.033
     65088275162687104	Pleiades	055.75590	+23.49167	17.033	 7.575	 0.041
     64940906245415808	Pleiades	057.08683	+23.42105	 5.413	 7.631	 0.064
     65164171528305792	Pleiades	056.34254	+23.47152	12.208	 7.238	 0.021
     65201039527567232	Pleiades	056.51159	+23.73719	12.136	 7.250	 0.022
     65231486552803328	Pleiades	056.61376	+24.25481	 7.339	 7.191	 0.031
     65188090203295744	Pleiades	056.27211	+23.70247	 8.881	 7.387	 0.035
     66460225158376192	Pleiades	057.55256	+23.81342	17.804	 7.463	 0.050
     66473728535654784	Pleiades	058.18461	+23.90402	18.021	 7.196	 0.090
     66429232674604544	Pleiades	057.61403	+23.37902	16.569	 7.315	 0.041
     66431775295228288	Pleiades	057.67568	+23.49240	17.747	 7.553	 0.062
     66480944080770176	Pleiades	057.82037	+23.82641	12.096	 7.365	 0.044
     66452047540860160	Pleiades	057.38017	+23.68864	16.830	 7.279	 0.046
     66451497784867712	Pleiades	057.33962	+23.65158	15.814	 7.376	 0.059
     66451429065390080	Pleiades	057.37428	+23.64852	16.800	 7.363	 0.064
     66462939577861248	Pleiades	057.66706	+23.93285	10.157	 7.134	 0.022
     66468918172339328	Pleiades	057.89280	+23.79704	17.091	 7.224	 0.032
     66453181412027392	Pleiades	057.49021	+23.72433	17.732	 7.297	 0.034
     66452769091505024	Pleiades	057.45992	+23.70539	11.341	 7.162	 0.023
     66441323003146112	Pleiades	057.76374	+23.58323	17.563	 7.249	 0.056
     66453490649681280	Pleiades	057.43147	+23.71166	 6.145	 7.478	 0.079
     66445038154189952	Pleiades	057.79958	+23.74522	17.549	 7.256	 0.055
     66471220274934272	Pleiades	057.98702	+23.90176	 9.922	 7.471	 0.044
     66482868226100096	Pleiades	057.80039	+23.93244	14.096	 7.484	 0.005
     66469742806047744	Pleiades	057.91338	+23.85492	17.115	 7.438	 0.052
     66481837433947392	Pleiades	057.87484	+23.89904	13.037	 7.531	 0.032
     66223585341377152	Pleiades	059.41233	+24.46198	18.793	 7.251	 0.090
     66481734354737792	Pleiades	057.85568	+23.88918	13.485	 7.376	 0.032
     66485582645439104	Pleiades	057.74244	+23.92836	16.743	 7.049	 0.019
     66483795939004416	Pleiades	057.99317	+23.97189	16.681	 7.288	 0.073
     66483761579269888	Pleiades	057.97943	+23.96155	16.620	 7.391	 0.027
     66470567439742208	Pleiades	058.07804	+23.87670	17.258	 7.351	 0.059
     66489259137570816	Pleiades	057.85178	+24.08718	12.793	 7.366	 0.032
     66473178779856768	Pleiades	058.13899	+23.85174	16.503	 7.253	 0.029
     66490977124308480	Pleiades	057.97517	+24.04736	17.186	 7.044	 0.074
     66490977124308352	Pleiades	057.97466	+24.04752	15.674	 7.183	 0.054
     66280248847432192	Pleiades	059.77636	+25.05541	15.377	 7.476	 0.057
     61519672735818880	Pleiades	052.86821	+21.82171	 8.767	 7.813	 0.033
     61484174830107776	Pleiades	052.21831	+21.80738	17.517	 7.327	 0.083
     61554650949438208	Pleiades	053.27437	+22.13405	11.200	 7.463	 0.022
     69218418793157632	Pleiades	052.20036	+25.57567	16.167	 6.921	 0.088
     69409424578948608	Pleiades	053.95961	+25.70560	15.876	 7.445	 0.028
     69351219182301184	Pleiades	053.55617	+25.42359	16.963	 7.372	 0.024
     69448899622936704	Pleiades	054.54263	+26.12575	19.824	 7.282	 0.054
     69461784523819904	Pleiades	053.76969	+25.84656	18.207	 7.326	 0.067
     69486733990130048	Pleiades	053.67316	+26.15744	17.663	 7.302	 0.017
     69470206956077056	Pleiades	053.99969	+26.02551	17.353	 6.823	 0.042
     69400010010608768	Pleiades	054.35069	+25.72213	14.565	 7.576	 0.014
     69260990509512192	Pleiades	053.31001	+24.83543	16.967	 7.929	 0.008
     69485978075890176	Pleiades	053.68502	+26.09580	12.849	 6.838	 0.009
     69250235911393408	Pleiades	053.50763	+24.88071	10.720	 7.148	 0.035
     69335619861034752	Pleiades	052.81657	+25.25526	 8.077	 7.587	 0.011
     69294319455655808	Pleiades	053.98363	+25.36636	15.178	 7.436	 0.041
     69294010218010240	Pleiades	054.02224	+25.35082	16.445	 7.643	 0.027
     69502298951642496	Pleiades	054.40714	+26.35100	16.714	 7.745	 0.030
     68161921261591808	Pleiades	055.42678	+23.91570	18.628	 7.305	 0.101
     68046133239891584	Pleiades	053.78928	+24.23871	14.374	 7.477	 0.021
     68334617603435648	Pleiades	055.10875	+24.53682	16.958	 7.083	 0.008
     68051390279853824	Pleiades	053.00208	+23.77464	13.320	 7.198	 0.008
     68356367317952128	Pleiades	055.16567	+24.73559	17.274	 7.566	 0.042
     68356367317952256	Pleiades	055.16690	+24.73569	15.635	 7.578	 0.025
     68261053403709312	Pleiades	055.57465	+24.11589	17.054	 7.309	 0.061
     68150861722174848	Pleiades	054.86597	+23.89480	11.310	 7.322	 0.025
     68348155340347776	Pleiades	055.10089	+24.58431	15.197	 7.254	 0.028
     68254245878512384	Pleiades	054.80623	+24.46633	10.219	 7.079	 0.028
     68265588889169664	Pleiades	055.51203	+24.20991	15.295	 7.376	 0.024
     68238543478364032	Pleiades	055.06643	+24.37524	18.223	 7.268	 0.042
     68261946756899456	Pleiades	055.64161	+24.18339	17.721	 7.286	 0.081
     68322145018429952	Pleiades	056.05810	+24.77920	10.597	 7.315	 0.017
     68364643718417280	Pleiades	055.49867	+24.70494	18.485	 6.729	 0.034
     68162028637205888	Pleiades	055.33071	+23.86147	16.917	 7.099	 0.022
     68265279651517056	Pleiades	055.60961	+24.23536	16.290	 7.406	 0.033
     68183331674900864	Pleiades	055.10681	+24.09989	16.897	 7.753	 0.030
     68294309333614720	Pleiades	055.81715	+24.37433	19.026	 7.505	 0.146
     68183125516472320	Pleiades	055.11010	+24.08977	15.538	 6.766	 0.017
     68199270297901952	Pleiades	054.79117	+23.98112	18.674	 7.339	 0.018
     68175806892217216	Pleiades	054.94318	+23.98124	15.559	 7.324	 0.021
     68170721650939264	Pleiades	055.07859	+23.90638	16.689	 7.536	 0.023
     68232191222851456	Pleiades	055.02969	+24.21746	17.728	 7.501	 0.033
     68345956317106688	Pleiades	055.01510	+24.50064	15.747	 7.956	 0.024
     68236795427794816	Pleiades	054.88473	+24.26687	16.151	 7.242	 0.058
     68152820227358720	Pleiades	055.26256	+23.72249	15.810	 7.415	 0.029
     68174191984522368	Pleiades	054.92806	+23.90756	16.321	 7.430	 0.044
     68232603539842944	Pleiades	054.98011	+24.21490	17.725	 7.716	 0.044
     68310561489710336	Pleiades	055.72974	+24.49288	 9.363	 7.232	 0.051
     68263145050803840	Pleiades	055.50162	+24.17007	18.598	 7.470	 0.035
     68145707761492608	Pleiades	054.96121	+23.76441	17.816	 7.100	 0.048
     68296886313838848	Pleiades	056.01485	+24.50405	10.529	 7.356	 0.072
     68284104491279872	Pleiades	055.55626	+24.31368	17.888	 7.231	 0.081
     68327402058399232	Pleiades	055.86761	+24.89180	15.988	 7.315	 0.042
     68322454256073344	Pleiades	056.04572	+24.81260	17.060	 7.300	 0.063
     68334235349446528	Pleiades	055.12811	+24.48712	11.512	 7.224	 0.060
     68323485048225152	Pleiades	055.96738	+24.84142	13.754	 7.314	 0.046
     68185221460637824	Pleiades	055.19303	+24.15699	16.612	 7.336	 0.030
     68117635855255168	Pleiades	054.91129	+23.38884	16.627	 7.339	 0.045
     68296650092601088	Pleiades	055.93220	+24.48754	15.174	 7.460	 0.045
     68120418994061312	Pleiades	054.92139	+23.47301	17.213	 7.245	 0.025
     68310359628169088	Pleiades	056.08556	+24.77266	10.851	 7.287	 0.030
     68390417818463872	Pleiades	055.61508	+25.04683	12.372	 7.140	 0.038
     68267680536205440	Pleiades	055.67468	+24.19928	13.883	 6.825	 0.054
     68195598101454336	Pleiades	054.51024	+23.90966	16.526	 7.373	 0.032
     68378563708730624	Pleiades	055.61947	+25.01660	15.290	 7.570	 0.025
     68279225408437888	Pleiades	055.46464	+24.32412	18.998	 7.200	 0.063
     68395606138958592	Pleiades	055.40530	+25.14227	16.786	 7.570	 0.027
     68222119524026112	Pleiades	054.52893	+24.24862	18.138	 7.651	 0.099
     68129764842889600	Pleiades	055.14330	+23.68241	10.698	 7.423	 0.008
     68300326584600448	Pleiades	055.92983	+24.54880	17.257	 6.852	 0.006
     68395399980532864	Pleiades	055.39058	+25.11332	15.998	 7.200	 0.019
     68186114813689344	Pleiades	055.25169	+24.22627	17.049	 7.241	 0.016
     68295481861500928	Pleiades	055.98213	+24.42621	13.783	 7.577	 0.026
     68390830135333504	Pleiades	055.50016	+25.02961	16.004	 7.249	 0.016
     68097020012324352	Pleiades	053.53056	+24.34425	 9.427	 7.293	 0.023
     68262973252098304	Pleiades	055.47065	+24.12342	17.256	 7.392	 0.049
     68354374452892160	Pleiades	055.00785	+24.77372	16.356	 7.582	 0.029
     68303728198686080	Pleiades	056.07950	+24.58826	16.426	 7.415	 0.025
     68308882159427840	Pleiades	056.10673	+24.68117	15.467	 7.744	 0.030
     68303487680516224	Pleiades	056.10958	+24.58951	11.258	 7.433	 0.024
     68303659479211776	Pleiades	056.04008	+24.58938	15.890	 7.197	 0.065
     68167835432980480	Pleiades	055.36209	+24.01719	15.540	 7.345	 0.010
     68192093408157568	Pleiades	054.37952	+23.76852	17.649	 6.977	 0.017
     68398732874994944	Pleiades	054.12636	+24.01199	11.988	 7.040	 0.015
     68323966084583680	Pleiades	055.80059	+24.74575	15.678	 7.489	 0.041
     68168419548529920	Pleiades	055.38009	+24.05674	17.175	 7.802	 0.035
     68141408498321280	Pleiades	054.64379	+23.67272	17.166	 7.322	 0.020
     68233531252642432	Pleiades	055.11240	+24.23715	16.507	 7.446	 0.025
     68254765570883712	Pleiades	054.69069	+24.46758	17.365	 7.474	 0.043
     68156290560900480	Pleiades	055.27187	+23.83736	18.026	 7.299	 0.029
     68306099020642432	Pleiades	056.00122	+24.55680	 8.028	 7.428	 0.016
     68367190635351936	Pleiades	055.63011	+24.82249	17.336	 7.485	 0.032
     68317609532996480	Pleiades	055.76236	+24.66956	11.690	 7.463	 0.031
     68314414077327744	Pleiades	055.80453	+24.65525	14.913	 7.183	 0.043
     68319529381881344	Pleiades	055.87463	+24.65640	17.587	 7.709	 0.037
     68291977168100480	Pleiades	055.51383	+24.53689	15.276	 7.192	 0.025
     68147391388599808	Pleiades	054.95000	+23.84895	15.766	 7.714	 0.026
     68162921990400256	Pleiades	055.34541	+23.92991	16.277	 7.239	 0.048
     68381793524163968	Pleiades	055.41607	+24.87487	17.476	 7.571	 0.030
     68268165869533568	Pleiades	055.73575	+24.22918	17.129	 7.527	 0.046
     68268303308484224	Pleiades	055.75532	+24.24774	17.569	 7.359	 0.040
     68045583484082048	Pleiades	053.74721	+24.20446	14.565	 7.615	 0.022
     68364544933829376	Pleiades	055.51592	+24.71254	13.590	 7.695	 0.085
     68145776480904064	Pleiades	054.95217	+23.76760	17.290	 7.637	 0.027
     68363411064150272	Pleiades	055.58985	+24.66448	13.853	 7.414	 0.017
     68120728231661824	Pleiades	054.87176	+23.49918	13.679	 7.459	 0.025
     68282837477714816	Pleiades	055.41178	+24.38575	17.668	 7.213	 0.048
     68294554148575232	Pleiades	055.90390	+24.39379	13.649	 7.313	 0.024
     68364682374473856	Pleiades	055.46807	+24.69917	17.204	 7.979	 0.018
     68298093201624960	Pleiades	055.83579	+24.44292	17.360	 7.470	 0.084
     68310359628169472	Pleiades	056.09137	+24.76821	12.572	 7.397	 0.047
     68142374866825216	Pleiades	054.64260	+23.71854	17.213	 7.501	 0.035
     68283421593270400	Pleiades	055.34360	+24.39755	17.594	 7.424	 0.028
     68266787183070976	Pleiades	055.70470	+24.17087	15.774	 7.393	 0.085
     67368868438779392	Pleiades	057.85075	+26.05301	15.433	 7.460	 0.051
     67618285777617664	Pleiades	053.88216	+22.82339	 9.730	 7.543	 0.031
     67540495331120128	Pleiades	058.99977	+26.99978	16.954	 7.298	 0.043
     67527885307288192	Pleiades	059.21518	+26.80724	16.389	 7.261	 0.021
     67381787700522240	Pleiades	058.39805	+26.11880	17.030	 7.317	 0.111
     67373094686549632	Pleiades	058.05557	+26.14344	15.594	 7.356	 0.035
     67376633739588352	Pleiades	058.05503	+26.19581	14.880	 7.766	 0.004
     67576332537157888	Pleiades	053.13743	+22.30326	17.102	 7.055	 0.059
     67429856973800960	Pleiades	059.19420	+26.34996	17.410	 7.911	 0.029
     67349764424286848	Pleiades	057.98975	+25.80852	16.251	 7.930	 0.057
     67369658709673344	Pleiades	057.98934	+25.99867	 7.633	 7.456	 0.004
     67352066526730240	Pleiades	058.16220	+25.84025	16.201	 7.405	 0.062
     67368353042978560	Pleiades	057.82486	+26.02266	17.078	 7.162	 0.098
     67368834079044224	Pleiades	057.82803	+26.05416	16.931	 7.401	 0.040
     63327682168301952	Pleiades	056.87979	+21.18072	16.899	 7.925	 0.058
     63237655357422336	Pleiades	057.54054	+20.69826	19.166	 7.025	 0.023
     63081799584947712	Pleiades	056.19716	+19.92809	18.084	 7.012	 0.165
     63296380446670080	Pleiades	056.62396	+21.03785	16.717	 8.183	 0.051
     63391174669006080	Pleiades	055.62382	+20.81090	16.436	 7.594	 0.092
     63289920815872256	Pleiades	056.58068	+20.87959	11.310	 7.271	 0.024
     63052048347383168	Pleiades	056.25702	+19.55918	 9.295	 7.210	 0.041
     63144716561596288	Pleiades	055.62454	+20.14980	 8.348	 7.327	 0.026
     63102694601689728	Pleiades	056.76592	+20.19569	13.805	 7.698	 0.019
     63094894941091328	Pleiades	056.77370	+20.01018	17.433	 7.643	 0.098
     63034902838166272	Pleiades	050.46363	+24.28067	14.368	 7.642	 0.019
     63410622280810368	Pleiades	055.21285	+20.68799	18.122	 7.343	 0.092
     63378981257953152	Pleiades	056.18699	+20.74780	 8.620	 7.215	 0.052
     53251517094713728	Pleiades	060.29744	+22.17708	17.302	 7.994	 0.020
     53335045618385536	Pleiades	059.84548	+22.57118	13.767	 7.406	 0.023
     53296592774129920	Pleiades	059.45576	+22.14180	18.575	 7.677	 0.050
     53416031520105088	Pleiades	060.03407	+22.53351	18.885	 7.096	 0.041
     53227396558316416	Pleiades	059.86223	+21.80506	16.810	 7.776	 0.044
     53174379482675456	Pleiades	061.30723	+22.30493	16.682	 7.425	 0.065
     53212205256173824	Pleiades	059.87224	+21.66545	17.899	 7.079	 0.032
     53356722315818368	Pleiades	060.67464	+22.47165	18.864	 7.632	 0.050
     53341642688604416	Pleiades	060.45494	+22.16795	16.157	 7.928	 0.008
     53206780715340032	Pleiades	059.70862	+21.61457	17.721	 7.479	 0.052
     53258732639653760	Pleiades	059.99946	+22.09137	16.977	 6.770	 0.044
     53255434104774272	Pleiades	060.04297	+22.03795	16.520	 7.904	 0.033
     52707671154543360	Pleiades	062.16183	+21.79384	18.006	 7.157	 0.034
     49809495943068288	Pleiades	059.45728	+18.56219	11.195	 7.707	 0.028
    119580754333554176	Pleiades	053.60751	+28.65329	17.653	 7.871	 0.028
    119443869432136192	Pleiades	053.08206	+28.06194	17.496	 7.474	 0.064
    119400851039785600	Pleiades	053.69322	+27.92558	15.431	 7.179	 0.006
    119520079331712896	Pleiades	054.18390	+28.55027	12.191	 7.204	 0.042
    119499665350704384	Pleiades	054.19372	+28.25156	17.786	 7.729	 0.035
     64215125490886656	Pleiades	055.20586	+21.21524	16.594	 7.302	 0.026
     64160940185240064	Pleiades	057.57336	+22.93289	17.599	 7.053	 0.070
     64346070453848320	Pleiades	055.64858	+21.84144	14.735	 7.986	 0.036
     64401389632616960	Pleiades	055.34784	+22.03152	16.920	 7.189	 0.014
     64163242287720448	Pleiades	057.42177	+22.94451	18.515	 7.265	 0.012
     64276315888567424	Pleiades	054.62432	+21.56489	12.389	 7.333	 0.044
     64232271000313472	Pleiades	055.15765	+21.40612	17.218	 7.336	 0.048
     64456262134709376	Pleiades	055.61385	+22.57340	15.761	 7.173	 0.044
     64272128296706432	Pleiades	054.30139	+21.46796	12.041	 7.353	 0.019
     64331123967672448	Pleiades	055.63799	+21.70450	16.277	 7.442	 0.019
     64136063734692224	Pleiades	057.36104	+22.84836	16.413	 7.360	 0.038
