Source	Cluster	RA_ICRS	DE_ICRS	Gmag	plx	e_plx
    660923105246007552	Praesepe	130.68571	+18.46661	17.763	 5.538	 0.026
    660939258619177984	Praesepe	131.15040	+18.59914	13.748	 5.423	 0.016
    660627753231184128	Praesepe	132.74936	+19.00985	17.713	 5.380	 0.011
    660969666987531008	Praesepe	131.05516	+18.98342	14.342	 5.348	 0.037
    660733095892705792	Praesepe	132.73680	+19.61604	16.433	 5.182	 0.017
    660981349298550272	Praesepe	130.39855	+18.74300	15.977	 5.354	 0.015
    660978669238963200	Praesepe	130.38465	+18.66959	16.627	 5.355	 0.023
    660962863759344768	Praesepe	130.97764	+18.89353	12.400	 5.330	 0.037
    660966883848803072	Praesepe	131.13689	+18.96399	16.173	 5.368	 0.037
    660944717521395840	Praesepe	131.07095	+18.73656	12.078	 5.307	 0.041
    660964405651410304	Praesepe	130.97447	+18.95050	19.414	 5.521	 0.021
    660921868295373312	Praesepe	130.64012	+18.45802	19.071	 5.667	 0.031
    660917921221670400	Praesepe	130.80365	+18.53072	15.864	 5.575	 0.074
    660913179577777152	Praesepe	130.91371	+18.42552	16.285	 5.403	 0.046
    660751581432060800	Praesepe	132.70751	+19.81010	16.534	 5.184	 0.075
    660862052286909312	Praesepe	133.38746	+20.24821	16.946	 5.281	 0.031
    660933310088402688	Praesepe	130.80000	+18.69581	18.050	 5.257	 0.046
    660950593036567296	Praesepe	131.33756	+18.82570	18.441	 5.637	 0.059
    660954067666386944	Praesepe	131.32485	+18.89032	 9.510	 5.497	 0.010
    660953998946910720	Praesepe	131.33537	+18.87534	 8.388	 5.527	 0.078
    660965097142415872	Praesepe	131.11323	+18.87238	17.712	 5.254	 0.048
    660948123431659648	Praesepe	131.31205	+18.76104	17.321	 5.241	 0.012
    660625171954182528	Praesepe	132.93262	+18.99291	18.871	 5.681	 0.013
    662859104704260224	Praesepe	128.60035	+19.79336	12.870	 5.222	 0.025
    662677758301970688	Praesepe	127.71404	+18.89760	17.298	 5.563	 0.040
    662813990368040832	Praesepe	128.46749	+19.43656	18.413	 5.727	 0.045
    662750222989808512	Praesepe	128.81139	+19.27544	15.786	 5.345	 0.018
    662801827020165504	Praesepe	129.04496	+19.69475	18.294	 5.378	 0.027
    662787468946178176	Praesepe	128.85110	+19.42889	19.087	 5.401	 0.042
    666026419751609344	Praesepe	129.63934	+22.67631	17.844	 5.596	 0.012
    666002578385539840	Praesepe	129.25140	+22.54633	12.449	 5.355	 0.038
    662859693116109312	Praesepe	128.54249	+19.80489	13.554	 5.292	 0.060
    662861136225126016	Praesepe	128.46135	+19.78289	14.894	 5.226	 0.011
    662859654460073984	Praesepe	128.51465	+19.79523	12.976	 5.360	 0.030
    662811653905586176	Praesepe	128.32326	+19.43064	13.360	 5.366	 0.024
    662797806930496256	Praesepe	129.05858	+19.62144	12.323	 5.228	 0.051
    662775266942252544	Praesepe	129.06715	+19.37790	17.833	 5.719	 0.051
    662748569425476224	Praesepe	128.81670	+19.20213	17.406	 5.152	 0.015
    662744210035689728	Praesepe	128.91514	+19.12671	16.062	 5.385	 0.052
    662740739702048512	Praesepe	128.64562	+19.07301	17.383	 5.522	 0.043
    662805061132155008	Praesepe	128.32477	+19.27571	16.816	 5.404	 0.020
    662741564335762560	Praesepe	128.66525	+19.13683	16.645	 5.752	 0.075
    662925629454594944	Praesepe	127.73092	+19.55544	10.647	 5.521	 0.038
    662765100756538624	Praesepe	128.51009	+19.32272	15.393	 5.050	 0.072
    662776439470251136	Praesepe	129.05935	+19.42501	15.672	 5.559	 0.079
    662912813272290688	Praesepe	127.71243	+19.35241	14.130	 5.488	 0.015
    662915940008482304	Praesepe	127.67726	+19.37519	17.824	 5.436	 0.023
    662919066744669568	Praesepe	127.75070	+19.40442	18.167	 5.529	 0.052
    662798086105290112	Praesepe	129.04160	+19.63848	17.960	 5.381	 0.038
    662828833775087488	Praesepe	128.07428	+19.54702	16.882	 5.140	 0.061
    662776576909207168	Praesepe	129.01368	+19.42460	17.598	 5.341	 0.030
    662800456927247744	Praesepe	128.93800	+19.64053	12.635	 5.429	 0.062
    662796814795084160	Praesepe	129.12993	+19.59255	16.834	 5.357	 0.039
    662784101691882624	Praesepe	129.26452	+19.53596	15.569	 5.467	 0.067
    662849900590743936	Praesepe	128.93764	+19.77110	 7.445	 5.524	 0.108
    662932260884134272	Praesepe	127.30612	+19.47994	11.042	 5.142	 0.010
    662792790408901504	Praesepe	128.90039	+19.53279	18.565	 5.704	 0.031
    662841379375655936	Praesepe	128.82403	+19.63614	11.633	 5.210	 0.031
    662930091923625216	Praesepe	127.49441	+19.48299	18.903	 5.213	 0.040
    662768914687563776	Praesepe	129.03723	+19.22995	15.485	 5.377	 0.025
    662855810465648000	Praesepe	128.82047	+19.91476	15.832	 5.354	 0.046
    662786743094868224	Praesepe	128.81324	+19.37540	18.562	 5.545	 0.017
    662769911119972224	Praesepe	129.04111	+19.28790	18.986	 5.528	 0.048
    662794787570424448	Praesepe	128.99929	+19.52547	12.844	 5.629	 0.069
    662975927814718464	Praesepe	126.77419	+19.62134	17.592	 5.201	 0.033
    662794169095142912	Praesepe	128.83087	+19.59001	 6.399	 5.248	 0.046
    660326310950043648	Praesepe	132.04240	+19.14991	19.352	 5.647	 0.058
    660298621296880256	Praesepe	131.92400	+18.94126	16.359	 5.599	 0.058
    660327960217390848	Praesepe	131.96036	+19.15302	17.412	 5.389	 0.065
    660325795553877376	Praesepe	132.10588	+19.16089	17.659	 5.275	 0.034
    660309646476713216	Praesepe	132.12513	+18.95090	18.694	 5.708	 0.012
    660317068180478336	Praesepe	132.49724	+19.16689	16.876	 5.296	 0.038
    660327685339473152	Praesepe	131.97418	+19.13144	17.466	 5.340	 0.017
    660295357121694080	Praesepe	131.63748	+18.90666	12.885	 5.415	 0.047
    660302744465435904	Praesepe	131.72360	+19.04907	17.681	 5.515	 0.061
    660297796663113344	Praesepe	131.77052	+18.92845	17.527	 5.415	 0.004
    660302538307005312	Praesepe	131.77169	+19.03603	18.517	 5.266	 0.019
    660288863131147264	Praesepe	131.63847	+18.76091	 9.079	 5.390	 0.015
    660553978576244736	Praesepe	134.00701	+19.28759	17.819	 5.902	 0.045
    665702858386928128	Praesepe	127.32924	+21.71552	18.664	 5.308	 0.044
    665580022322839040	Praesepe	128.58824	+21.87877	12.666	 5.050	 0.023
    665558165231918208	Praesepe	128.86159	+21.65045	17.873	 5.484	 0.032
    665596476340800768	Praesepe	129.10732	+22.01806	19.571	 5.313	 0.327
    662647998471924480	Praesepe	128.26000	+18.85104	17.253	 5.083	 0.041
    662603575626986368	Praesepe	128.22102	+18.50811	15.770	 5.461	 0.030
    662655183953995392	Praesepe	128.27308	+18.93014	15.866	 5.223	 0.047
    662633228081183872	Praesepe	128.20701	+18.70170	12.389	 5.252	 0.015
    662634430672023680	Praesepe	128.36738	+18.72671	18.051	 5.512	 0.024
    662665629314342272	Praesepe	127.74539	+18.69471	14.711	 5.294	 0.033
    662661540505500160	Praesepe	128.30984	+19.07674	15.469	 5.249	 0.058
    662640615424927744	Praesepe	128.43296	+18.79741	16.181	 5.181	 0.011
    662644326276577664	Praesepe	128.50188	+18.92667	16.293	 5.253	 0.025
    662600689408917888	Praesepe	127.92889	+18.48509	17.327	 5.472	 0.063
    662538498282258176	Praesepe	126.31708	+18.91083	18.759	 5.210	 0.066
    662655974227886720	Praesepe	128.40828	+18.95484	16.083	 5.479	 0.066
    662632540886348928	Praesepe	128.26190	+18.68258	12.985	 5.329	 0.038
    662625978176332160	Praesepe	127.97596	+18.76002	17.649	 5.429	 0.045
    662625668938685184	Praesepe	128.03299	+18.74072	16.274	 4.905	 0.026
    662635083506980992	Praesepe	128.28202	+18.75433	17.415	 5.182	 0.006
    662645284052268416	Praesepe	128.14670	+18.73597	18.081	 5.454	 0.051
    662633743477189632	Praesepe	128.23176	+18.73278	12.761	 5.416	 0.041
    662612440439438848	Praesepe	127.92026	+18.49524	16.822	 5.412	 0.048
    661836284012503552	Praesepe	131.00261	+20.64592	18.379	 5.331	 0.021
    662045092440012288	Praesepe	126.77813	+17.32255	14.448	 5.170	 0.019
    661789971381262592	Praesepe	131.83999	+20.65606	15.143	 5.588	 0.024
    661787222602191616	Praesepe	131.92458	+20.64481	16.411	 5.682	 0.065
    661892015508042368	Praesepe	132.21401	+20.90424	18.422	 5.525	 0.047
    661775845232285312	Praesepe	131.50799	+20.53414	18.659	 5.371	 0.025
    661960739280845568	Praesepe	131.82935	+21.18388	17.700	 5.207	 0.034
    661749525673249280	Praesepe	131.49715	+20.21935	18.776	 5.321	 0.042
    661767843709723776	Praesepe	131.36755	+20.39533	 8.451	 5.531	 0.048
    661768771422658816	Praesepe	131.35815	+20.42289	14.148	 5.238	 0.021
    661766778557840000	Praesepe	131.26744	+20.35768	10.244	 5.481	 0.051
    661767293953914240	Praesepe	131.28046	+20.39492	11.719	 5.395	 0.047
    661775265413200640	Praesepe	131.44104	+20.49468	15.598	 5.575	 0.016
    661855735920427648	Praesepe	131.55738	+20.85685	13.605	 5.679	 0.024
    661997882157921664	Praesepe	132.26022	+21.55664	16.448	 5.313	 0.047
    661690736160492928	Praesepe	132.64681	+20.71038	17.464	 5.560	 0.038
    661806086098496000	Praesepe	131.55428	+20.72863	12.614	 5.350	 0.054
    661866451862557312	Praesepe	131.58340	+21.00887	17.976	 5.368	 0.012
    661829588159547392	Praesepe	131.44898	+20.71288	17.238	 5.504	 0.038
    661885766331653248	Praesepe	131.40081	+21.25581	15.589	 5.532	 0.063
    661851612751722880	Praesepe	131.17805	+20.96299	16.829	 5.310	 0.057
    661845840315682176	Praesepe	131.07588	+20.83004	17.593	 5.355	 0.045
    661838281173303808	Praesepe	131.05116	+20.71686	17.700	 5.411	 0.063
    661864566373175680	Praesepe	131.70867	+21.02018	12.734	 5.529	 0.020
    661872469112952704	Praesepe	131.31098	+20.99753	 9.393	 5.439	 0.040
    661779796602531712	Praesepe	131.37688	+20.59011	 9.720	 5.384	 0.016
    661841163095377024	Praesepe	130.84148	+20.72501	18.342	 5.522	 0.049
    661874461977774336	Praesepe	131.31469	+21.05994	16.351	 5.365	 0.059
    661800893481594240	Praesepe	131.67334	+20.64697	18.918	 5.378	 0.054
    661749048932896512	Praesepe	131.41854	+20.17374	16.246	 5.422	 0.042
    653021709747963520	Praesepe	126.55570	+16.91819	12.940	 5.325	 0.034
    657982392677845120	Praesepe	129.37940	+16.26972	18.404	 5.091	 0.008
    658041353988480512	Praesepe	128.73315	+16.32547	18.464	 5.288	 0.072
    657747990542414592	Praesepe	129.95434	+15.68231	19.331	 5.285	 0.057
    657785717535594112	Praesepe	130.22665	+16.01684	18.955	 5.174	 0.017
    658033215026842368	Praesepe	129.13552	+16.38395	14.625	 5.163	 0.014
    659763880689114240	Praesepe	129.26424	+19.17805	13.163	 5.753	 0.046
    659698219229186688	Praesepe	129.73705	+18.85808	15.887	 5.522	 0.009
    659684264879024128	Praesepe	129.91681	+18.84696	18.202	 5.322	 0.064
    659689865516277632	Praesepe	129.53355	+18.74159	17.917	 5.152	 0.081
    659721510835420544	Praesepe	129.08781	+18.84101	18.350	 5.087	 0.010
    659691656519169920	Praesepe	129.63452	+18.78130	16.125	 5.285	 0.050
    659674197475355392	Praesepe	129.83055	+18.63955	19.071	 5.521	 0.013
    659760650873719040	Praesepe	129.21498	+19.07634	13.344	 5.310	 0.056
    659656094190005376	Praesepe	129.22377	+18.49580	13.487	 5.314	 0.040
    659636406059748608	Praesepe	128.64282	+18.79900	16.054	 5.302	 0.079
    659879531271861504	Praesepe	131.78029	+17.75049	19.273	 5.074	 0.136
    659744295638254336	Praesepe	129.36257	+18.97662	16.084	 5.349	 0.030
    659724195191319936	Praesepe	129.23423	+18.96327	14.245	 5.288	 0.077
    659753126090987776	Praesepe	129.55581	+19.14157	17.635	 5.381	 0.035
    659645030354241536	Praesepe	129.40911	+18.48243	12.771	 5.342	 0.053
    659719419187699712	Praesepe	129.21495	+18.83864	17.478	 5.435	 0.014
    659734125155723008	Praesepe	129.07908	+18.91898	15.931	 5.625	 0.039
    659680072990872704	Praesepe	129.74050	+18.77518	16.570	 5.397	 0.087
    659722752082318976	Praesepe	129.17774	+18.89519	13.470	 5.379	 0.076
    659705984528609024	Praesepe	129.67843	+19.06065	18.889	 5.409	 0.062
    659739072957970176	Praesepe	128.89862	+18.99567	14.711	 5.274	 0.067
    659777074828577024	Praesepe	129.35066	+19.41695	14.976	 5.329	 0.048
    659713818550364160	Praesepe	129.05012	+18.73546	16.939	 5.433	 0.025
    659738179604773248	Praesepe	128.93570	+18.96059	17.514	 5.808	 0.015
    659685540485811072	Praesepe	129.85877	+18.80468	18.201	 5.499	 0.053
    659685231248166784	Praesepe	129.82857	+18.81009	16.659	 5.096	 0.082
    659742367196651392	Praesepe	129.38411	+18.88393	15.477	 5.192	 0.055
    659608295497452160	Praesepe	128.65176	+18.39801	14.474	 5.166	 0.035
    659766114072052608	Praesepe	129.09437	+19.19143	12.130	 5.404	 0.064
    659765220718853504	Praesepe	129.15158	+19.18516	14.082	 5.382	 0.069
    659716601689157760	Praesepe	129.22528	+18.75681	12.426	 5.386	 0.063
    659674614089018112	Praesepe	129.84724	+18.66553	17.709	 5.253	 0.023
    659674614089017984	Praesepe	129.84766	+18.66643	15.244	 5.297	 0.032
    659765598675979904	Praesepe	129.03714	+19.15853	16.113	 5.540	 0.055
    659774394768991744	Praesepe	129.20381	+19.31642	15.489	 5.692	 0.092
    659714024708794240	Praesepe	129.03584	+18.74743	14.254	 5.473	 0.027
    659661213791017600	Praesepe	129.19613	+18.57965	12.506	 4.980	 0.044
    659689109602230272	Praesepe	129.87780	+18.94810	17.859	 5.460	 0.050
    659768102641215744	Praesepe	129.20190	+19.25736	13.377	 5.415	 0.024
    659687498990893056	Praesepe	129.89791	+18.87682	10.581	 5.454	 0.037
    659713303154300288	Praesepe	128.91714	+18.70783	16.209	 5.204	 0.066
    659665096441437184	Praesepe	129.38766	+18.65428	10.532	 5.514	 0.043
    659741233329151744	Praesepe	129.00988	+19.07397	18.340	 5.607	 0.032
    659660316141171968	Praesepe	129.09681	+18.54504	19.295	 5.307	 0.006
    659621287774882176	Praesepe	128.57499	+18.47092	17.659	 5.348	 0.033
    659771027514771328	Praesepe	129.44469	+19.26716	 6.681	 5.384	 0.068
    659668635494494848	Praesepe	129.26545	+18.66730	13.590	 5.456	 0.054
    659732132290823296	Praesepe	128.89096	+18.92981	14.522	 5.442	 0.040
    659649424103955200	Praesepe	129.67350	+18.57117	19.051	 5.576	 0.093
    659612285523485056	Praesepe	128.84022	+18.49278	15.851	 5.234	 0.008
    659744914113633408	Praesepe	129.50239	+18.96464	16.206	 5.461	 0.091
    659772195745778688	Praesepe	129.39031	+19.31094	15.651	 5.512	 0.101
    659770340319909760	Praesepe	129.40085	+19.26502	13.090	 5.279	 0.029
    659671624791715840	Praesepe	129.36261	+18.81090	17.400	 5.367	 0.021
    659758967246506880	Praesepe	129.48748	+19.23616	11.645	 5.340	 0.017
    659756493345357056	Praesepe	129.42635	+19.13372	 9.687	 5.255	 0.044
    659755630055476992	Praesepe	129.44730	+19.10682	12.027	 5.333	 0.056
    659757283619334656	Praesepe	129.44532	+19.18213	15.790	 5.169	 0.024
    659750514750888192	Praesepe	129.37920	+19.10390	13.370	 5.540	 0.045
    659744978536843264	Praesepe	129.48967	+18.97307	18.191	 5.028	 0.124
    659651004652040064	Praesepe	129.42295	+18.51325	18.889	 5.315	 0.022
    659696982278606080	Praesepe	129.60558	+18.94163	15.441	 5.609	 0.067
    659750892708009088	Praesepe	129.35981	+19.13208	14.139	 5.365	 0.049
    659729417871499392	Praesepe	128.77580	+18.82348	16.818	 5.388	 0.042
    659703957305493632	Praesepe	129.56883	+18.99125	16.169	 5.450	 0.013
    658065444461396608	Praesepe	129.61030	+16.62448	12.948	 5.338	 0.006
    658335615083984128	Praesepe	131.51119	+17.02153	16.906	 5.486	 0.021
    658310704273685504	Praesepe	131.39273	+16.91100	18.179	 4.797	 0.030
    658054307610371072	Praesepe	129.42526	+16.43543	18.132	 5.118	 0.051
    657711053824014208	Praesepe	130.66754	+15.64037	18.145	 5.214	 0.012
    657708824736752896	Praesepe	130.48453	+15.62977	14.694	 5.631	 0.060
    661029727808613760	Praesepe	130.66738	+19.13304	11.920	 5.301	 0.076
    661249595777725568	Praesepe	130.47313	+19.60843	17.652	 5.397	 0.071
    661207024061875456	Praesepe	129.80056	+19.11556	10.447	 5.327	 0.016
    661247602912908032	Praesepe	130.38962	+19.55000	17.703	 5.451	 0.050
    661229701489213824	Praesepe	130.66417	+19.41436	17.416	 5.437	 0.029
    661277461525418752	Praesepe	129.44405	+19.43829	10.504	 5.497	 0.059
    661060479775918592	Praesepe	131.61405	+19.20901	18.129	 5.556	 0.041
    661246675199973504	Praesepe	130.40570	+19.52048	13.158	 5.415	 0.024
    661040375034239104	Praesepe	130.76133	+19.31867	19.911	 5.298	 0.013
    661116241335005056	Praesepe	131.15148	+19.28822	18.855	 5.492	 0.026
    661313023854578560	Praesepe	129.87234	+19.78655	12.313	 5.348	 0.049
    661079652509975936	Praesepe	131.83064	+19.21441	17.112	 5.365	 0.044
    661296290661998208	Praesepe	129.94690	+19.65949	16.888	 5.588	 0.097
    661298897704486912	Praesepe	130.05434	+19.76383	18.471	 5.430	 0.035
    661308935045711872	Praesepe	129.94460	+19.73677	17.622	 5.139	 0.032
    661098550366013696	Praesepe	131.67822	+19.42616	17.010	 5.231	 0.014
    661311443306610688	Praesepe	129.92756	+19.77840	 6.592	 5.499	 0.048
    660996020906770560	Praesepe	130.16451	+18.81823	13.654	 5.354	 0.078
    661313504890920448	Praesepe	129.79092	+19.78298	14.968	 5.293	 0.095
    661216949728995584	Praesepe	129.91861	+19.31491	17.117	 5.614	 0.039
    661024024093555840	Praesepe	130.84318	+19.20016	16.420	 5.263	 0.062
    661296565539900544	Praesepe	130.01020	+19.67644	16.603	 5.294	 0.011
    661186202060520704	Praesepe	130.01614	+18.93253	18.429	 5.218	 0.022
    661259384005904256	Praesepe	129.82692	+19.37891	18.358	 5.488	 0.033
    661285707862587520	Praesepe	129.79210	+19.67837	 9.320	 5.402	 0.034
    661288628440350080	Praesepe	129.77529	+19.67676	 7.367	 5.352	 0.046
    661313917207778304	Praesepe	129.81981	+19.79512	15.536	 5.416	 0.033
    661036840275967744	Praesepe	130.78086	+19.23863	16.565	 5.614	 0.084
    661036840275967872	Praesepe	130.78075	+19.23748	15.737	 5.646	 0.039
    661189260077235072	Praesepe	130.00912	+18.94911	14.655	 5.309	 0.067
    661303471844671104	Praesepe	130.16407	+19.71538	16.574	 5.185	 0.085
    661297901272035456	Praesepe	130.11690	+19.72619	17.726	 5.291	 0.057
    661295672186702336	Praesepe	130.04812	+19.65322	15.935	 5.297	 0.031
    661186373859208832	Praesepe	130.08244	+18.92723	15.131	 5.426	 0.084
    661190015991474688	Praesepe	130.00694	+18.99979	10.040	 5.377	 0.029
    661186683096853248	Praesepe	130.05928	+18.95867	13.338	 5.387	 0.004
    661294327859643264	Praesepe	130.16847	+19.67070	18.536	 5.335	 0.033
    661061098251203968	Praesepe	131.64511	+19.25718	16.698	 5.470	 0.064
    661313569312788096	Praesepe	129.77883	+19.78552	18.534	 5.178	 0.043
    661010005319096192	Praesepe	130.74166	+18.90978	18.355	 5.532	 0.053
    661235989321322240	Praesepe	130.66950	+19.54313	 9.666	 5.376	 0.026
    661185755383916160	Praesepe	130.11747	+18.93576	14.977	 5.395	 0.087
    661238635021126656	Praesepe	130.22409	+19.37884	14.913	 5.540	 0.051
    661235439565517568	Praesepe	130.62806	+19.49188	17.010	 5.328	 0.011
    661190153430426880	Praesepe	130.02365	+19.02513	12.309	 5.219	 0.061
    660986297100929792	Praesepe	130.70683	+18.85969	15.124	 5.477	 0.009
    661043506065199488	Praesepe	130.77548	+19.41445	16.643	 5.315	 0.032
    660995230632845184	Praesepe	130.37778	+18.87181	12.528	 5.346	 0.039
    661117272127169280	Praesepe	131.30132	+19.30682	18.040	 5.233	 0.119
    661166582647888384	Praesepe	131.65908	+19.87907	15.189	 5.145	 0.063
    661283199601699328	Praesepe	129.72291	+19.57132	13.651	 5.391	 0.043
    661297321454333312	Praesepe	130.08629	+19.68668	 7.653	 5.313	 0.037
    661295461730107392	Praesepe	130.05116	+19.63948	 9.762	 5.594	 0.106
    661282031370596608	Praesepe	129.76698	+19.52263	13.332	 5.251	 0.054
    661137789187132288	Praesepe	130.78481	+19.46831	16.346	 5.356	 0.023
    661215751435494144	Praesepe	130.01022	+19.27766	16.994	 5.174	 0.034
    661259040408504064	Praesepe	129.81538	+19.33399	18.295	 5.260	 0.006
    661061231393869056	Praesepe	131.66783	+19.27504	17.811	 5.806	 0.029
    661270486498500352	Praesepe	129.90173	+19.48546	14.447	 5.361	 0.055
    661120162641349248	Praesepe	130.99679	+19.31608	15.765	 5.240	 0.035
    661265229458645120	Praesepe	129.88214	+19.40483	16.534	 5.120	 0.043
    661298451027341056	Praesepe	130.02026	+19.72920	 9.688	 5.324	 0.080
    661211147230556160	Praesepe	130.08874	+19.18176	13.977	 5.372	 0.006
    661297080936069632	Praesepe	130.09186	+19.66988	 6.159	 5.398	 0.063
    661017216569202432	Praesepe	130.81594	+19.10914	17.267	 5.314	 0.044
    660983891919259776	Praesepe	130.54270	+18.76670	17.804	 5.332	 0.040
    661209566682500736	Praesepe	129.94386	+19.21773	14.645	 5.318	 0.114
    661264439184662016	Praesepe	129.94046	+19.36693	10.517	 5.381	 0.030
    661195788427497472	Praesepe	130.33190	+19.09836	18.156	 5.135	 0.023
    661206577385260800	Praesepe	129.99178	+19.20158	 9.375	 5.487	 0.081
    661294052980833792	Praesepe	130.11447	+19.65543	12.866	 5.241	 0.032
    661018835773136512	Praesepe	130.93621	+19.06624	15.213	 5.465	 0.039
    661300551269631360	Praesepe	130.17986	+19.71926	 6.786	 5.318	 0.045
    661156858841945856	Praesepe	131.56427	+19.70910	 8.322	 5.427	 0.038
    661254303061774976	Praesepe	130.36951	+19.71352	18.042	 5.634	 0.051
    661199911596105600	Praesepe	130.13716	+19.19427	 8.591	 5.451	 0.057
    661194310958749696	Praesepe	130.31411	+19.08616	15.805	 5.445	 0.094
    661281756492696448	Praesepe	129.69545	+19.50087	 8.915	 5.139	 0.034
    661239631450927488	Praesepe	130.24262	+19.44789	18.796	 5.320	 0.055
    661138712604101760	Praesepe	130.99127	+19.51639	18.714	 5.358	 0.070
    661265951013145344	Praesepe	129.90969	+19.44080	12.365	 5.149	 0.097
    661264679702825344	Praesepe	129.97134	+19.40098	16.820	 5.314	 0.024
    661150154396988032	Praesepe	131.51311	+19.52971	16.245	 5.194	 0.047
    661200083394793216	Praesepe	130.16334	+19.22824	 7.758	 4.706	 0.083
    661294705815866240	Praesepe	129.99976	+19.57786	12.577	 5.307	 0.072
    661297458893183232	Praesepe	130.13110	+19.69524	14.425	 5.525	 0.055
    661051679386429952	Praesepe	131.44372	+19.04941	 7.982	 5.656	 0.026
    660983750184396672	Praesepe	130.59163	+18.76822	18.180	 5.363	 0.059
    661216747867811328	Praesepe	129.96380	+19.30554	17.276	 5.269	 0.039
    661234679353175296	Praesepe	130.46061	+19.49425	18.247	 5.536	 0.028
    661293812462666240	Praesepe	130.13927	+19.63353	11.974	 5.407	 0.061
    661201389064841088	Praesepe	130.24529	+19.23792	18.393	 5.033	 0.062
    661026738512909440	Praesepe	130.57998	+19.03739	16.146	 5.311	 0.050
    661034155919816960	Praesepe	130.55126	+19.21346	13.260	 5.340	 0.024
    661048694385684224	Praesepe	131.38390	+18.96444	16.693	 5.113	 0.034
    661212933936844416	Praesepe	130.11416	+19.27798	11.008	 5.226	 0.052
    661257704675956480	Praesepe	129.81344	+19.28648	15.652	 5.158	 0.082
    661211727047722752	Praesepe	130.10920	+19.21937	12.572	 5.380	 0.084
    661167785238757376	Praesepe	131.35835	+19.69840	15.662	 5.474	 0.060
    661221828810801408	Praesepe	130.41244	+19.26573	12.770	 5.519	 0.068
    661194856416193024	Praesepe	130.22548	+19.08194	18.820	 5.419	 0.022
    660998975844267264	Praesepe	130.19822	+18.90326	11.269	 5.473	 0.018
    661220969817342848	Praesepe	130.47642	+19.25733	11.220	 5.339	 0.020
    661150124333238656	Praesepe	131.54191	+19.52879	14.422	 5.336	 0.010
    661202282418030080	Praesepe	130.26294	+19.30250	18.370	 5.448	 0.009
    661247671632285312	Praesepe	130.36225	+19.54241	 9.717	 5.439	 0.034
    661319620924311296	Praesepe	130.21595	+19.94167	15.969	 5.413	 0.048
    661154522379748480	Praesepe	131.44968	+19.60516	17.077	 5.263	 0.073
    661220974115692416	Praesepe	130.47213	+19.26541	17.980	 5.438	 0.025
    661222073627319296	Praesepe	130.43270	+19.30222	14.743	 5.441	 0.030
    661283057865715456	Praesepe	129.67314	+19.57164	18.041	 5.550	 0.097
    661313363154337280	Praesepe	129.77116	+19.75730	17.097	 5.561	 0.049
    661004400386393984	Praesepe	130.34391	+18.93382	12.662	 5.433	 0.062
    661271173693364864	Praesepe	129.96116	+19.54075	 6.356	 5.273	 0.078
    661268253115601792	Praesepe	129.99055	+19.54142	 7.487	 5.325	 0.038
    661222279785743616	Praesepe	130.54774	+19.27696	11.928	 5.439	 0.012
    661271238116475648	Praesepe	129.96165	+19.55052	11.630	 5.332	 0.023
    661320067600915328	Praesepe	130.12728	+19.93294	16.046	 5.314	 0.044
    661242861268936704	Praesepe	130.21869	+19.48316	10.172	 5.246	 0.008
    661293267005100544	Praesepe	130.23290	+19.63561	13.547	 5.401	 0.077
    661078896595610240	Praesepe	131.46406	+19.42419	15.769	 5.530	 0.040
    661200663212002304	Praesepe	130.29221	+19.20362	18.218	 5.187	 0.077
    661319552204833024	Praesepe	130.23706	+19.93480	 8.646	 5.336	 0.020
    660990484692472448	Praesepe	130.53867	+18.93025	19.306	 5.469	 0.005
    661263408392412928	Praesepe	129.71117	+19.41501	15.964	 5.470	 0.003
    661224547528488064	Praesepe	130.36485	+19.27755	15.114	 5.205	 0.061
    661317250102374528	Praesepe	130.13187	+19.85023	11.431	 5.283	 0.093
    661253027453650432	Praesepe	130.45840	+19.65956	15.270	 5.379	 0.036
    660996330144479616	Praesepe	130.24336	+18.84614	17.011	 5.272	 0.041
    661121949347800064	Praesepe	131.18652	+19.40609	16.137	 5.368	 0.037
    660996295784743680	Praesepe	130.23200	+18.82612	17.342	 5.477	 0.062
    661004713920630656	Praesepe	130.33459	+18.96185	17.103	 5.239	 0.062
    661005538554352000	Praesepe	130.30786	+18.96909	15.303	 5.346	 0.074
    661319547906688896	Praesepe	130.22847	+19.93512	11.877	 5.511	 0.035
    661001243587055616	Praesepe	130.40241	+18.90424	16.191	 5.381	 0.021
    661243307945543936	Praesepe	130.10625	+19.47571	 9.742	 5.320	 0.042
    661314638762274176	Praesepe	129.94595	+19.82757	12.452	 5.269	 0.026
    661311752544249088	Praesepe	130.00244	+19.80650	10.162	 5.304	 0.039
    661204167906246784	Praesepe	129.91502	+19.11557	18.277	 5.579	 0.026
    661310756111835392	Praesepe	130.05590	+19.77875	12.847	 5.239	 0.042
    661292511090872960	Praesepe	130.17684	+19.56595	11.168	 5.335	 0.058
    661214136527890944	Praesepe	130.19186	+19.30954	 9.451	 5.322	 0.102
    661298833282624000	Praesepe	130.05728	+19.74884	15.196	 5.348	 0.085
    661314570042801280	Praesepe	129.90463	+19.81605	14.498	 5.359	 0.057
    661243273585807872	Praesepe	130.09449	+19.46471	10.545	 5.274	 0.039
    661295466028469120	Praesepe	130.05160	+19.63832	15.918	 5.459	 0.073
    661219290488437632	Praesepe	130.01719	+19.41390	16.828	 5.506	 0.052
    661210666194127360	Praesepe	129.90163	+19.26044	13.797	 5.513	 0.029
